Amount,distance_from_home_km,time_since_last_tx_seconds,velocity_kmh,IsFraud
130.77,44.193402607338335,0.0,0.0,0
64.67,94.43428386888044,6.0,68995.91264478682,0
73.88,17.110979188099844,9.0,37232.20924433597,0
336.74,20.82895730665951,5.0,3880.46319979052,0
308.95,43.404210019245696,3.0,47645.94736146238,0
233.84,26.544605776577836,9784.0,10.153187526347631,0
304.81,20.126285844762947,3.0,38470.00092157185,0
309.9,20.449292872161074,8.0,18258.13389492046,0
29.94,40.73949031492701,0.0,0.0,0
283.09,80.45350660600515,6.0,44950.558674189946,0
157.26,13.37211168017977,1.0,265002.82847338833,0
176.64,35.314303577446296,1.0,173799.3419458212,0
317.69,34.45496095443679,6.0,32951.66019255224,0
347.41,11.945111734763598,6.0,19385.645644494976,0
57.55,12.363398806010094,4.0,16834.326540675564,0
152.78,12.256095664754437,12.0,2797.5084691784205,0
50.96,6.273127741020617,3.0,21207.395909100353,0
188.64,43.78531609160432,1.0,174352.89155373967,0
170.05,9.370736618819215,3.0,62592.929860148855,0
233.21,12.287326633328897,4.0,13557.309548533654,0
261.72,1.2785690486980599,2.0,23337.13925570074,0
381.39,45.08598381001549,8.0,20738.281604102955,0
17.95,11.543380302791434,11654.0,10.37074594388303,0
300.87,40.64419857064157,4.0,46927.82611046182,0
253.45,9.214357823856774,1.0,131187.44146183724,0
227.71,9.349772599653713,0.0,0.0,0
202.64,3.5942558012376926,5.0,5255.613964250536,0
183.31,266.2106713843922,1.0,946271.584901938,0
60.6,53.33918477727648,0.0,0.0,0
388.56,18.311999255634,4.0,63120.51350846191,0
312.99,47.86806423579854,5.0,47402.77002386034,0
373.06,67.47400400699874,10.0,36395.37868449499,0
307.24,19.08213619998211,3.0,95230.30895084243,0
312.82,23.11415203733494,3.0,43869.96794865927,0
146.21,21.89070355787053,11.0,14561.97763067254,0
112.7,27.478780874865972,3.0,6789.0424300622435,0
240.58,25.590958156941657,25.0,6967.083449023316,0
275.59,8.55233331329689,9.0,12994.692630819394,0
345.37,5.758740107161326,2.0,25534.214743862907,0
315.08,49.11151048895629,3.0,65337.284385280735,0
307.78,29.333869149960247,29.0,9510.645113786572,0
104.73,27.75758805051693,2.0,63644.75698840975,0
313.45,48.93072976552719,5.0,51873.31380580193,0
237.41,60.0904087337469,2.0,48658.14171874238,0
227.31,4.353579692813153,2.0,110479.21065578147,0
207.96,65.29754691149382,1.0,250732.26564183377,0
72.12,6.026235927214601,2.0,128268.99600113726,0
111.98,38.74763592866014,2.0,79084.02830947527,0
211.88,49.69449395559124,4.0,79293.85876426248,0
361.76,84.9729450584527,14824.0,29.374033888719836,0
26.98,158.0091747284854,0.0,0.0,0
232.49,11.183425911793112,7.0,76411.83068225892,0
399.48,26.177046096442556,10.0,12674.099380713264,0
35.9,5.263083281810118,1.0,105084.33018856056,0
189.65,15.461331840928406,6.0,12236.41964482443,0
328.17,57.06827525707348,5.0,41876.03920291599,0
280.84,16.456129279290906,2.0,130846.10733898402,0
198.37,1023.5059554834323,12.0,307260.92930814304,1
380.02,36.82315543963244,1.0,3635135.540962723,0
350.47,22.316536400310387,5.0,41219.69035826153,0
114.04,0.33894113251661356,3.0,26927.483337297814,0
129.53,10.277558731384252,4.0,9460.813907000032,0
95.6,40.40673149694789,6.0,21104.32157800807,0
331.52,63.45972425890485,0.0,0.0,0
20.78,27.33127829840025,2.0,156285.36449411864,0
177.72,13.553325960058055,9.0,13366.925202770291,0
178.7,13.091003547288523,0.0,0.0,0
328.66,34.71114302881517,7.0,15905.420854935548,0
182.86,18.274153709168207,4.0,47374.30723710132,0
161.07,57.53310816419963,3.0,72833.741989712,0
280.98,0.368834995476855,8897.0,23.319231850809977,0
100.3,26.742075943720565,0.0,0.0,0
161.69,749.9216287307497,6.0,441387.79416580085,1
179.79,36.586506962936305,1.0,2733056.8307326674,0
145.52,67.05847301216242,11.0,28870.776522109605,0
16.1,6.468947143507818,10.0,24651.632584100425,0
382.45,57.444721381223985,9.0,20411.166431600825,0
39.92,69.23069828315295,1.0,227827.43184060216,0
134.12,38.931102477207375,3.0,36377.875646156695,0
345.45,134.11528697833012,6.0,103798.045485018,0
210.81,45.900229178269974,13080.0,25.21112709544796,0
236.34,63.21756755956107,4.0,67672.1122866086,0
166.58,9.036413684462923,11.0,20311.81501034064,0
186.67,24.495411517311776,5.0,12271.243997212945,0
567.39,4639.850653650109,1.0,16780097.01207434,1
21.42,31.95680359164282,2527.0,6632.008572317244,0
393.52,42.61129176757341,6.0,44710.04194865628,0
310.37,37.83393969685958,0.0,0.0,0
379.13,40.22170554461971,6.0,46205.12284635504,0
121.03,36.89059068890109,11.0,19205.78735476744,0
173.78,10.471265690511629,4.0,31005.366681753847,0
20.31,39.48732052036915,6.0,20862.3130083722,0
202.58,7.48049048788332,3.0,55892.52794717392,0
280.88,2.5976749948267837,2.0,11069.520698963612,0
109.28,65.83375779971377,5.0,45834.6315319149,0
341.89,37.68434375354958,3.0,124178.16817119876,0
121.56,10.851961185318201,8.0,12074.585657332123,0
396.89,1.1859103881895814,4.0,8711.93896943615,0
320.75,5.344833281348832,10.0,1598.6030732340885,0
363.88,53.095798395016786,7.0,26996.122109984684,0
197.54,10.645647772154971,3.0,70932.02539094546,0
279.1,13.273818399922169,10.0,8018.5608779020695,0
321.83,17.79271447717124,6.0,17395.533162768188,0
18.72,37.69735889411759,0.0,0.0,0
118.86,66.9678693580003,0.0,0.0,0
190.57,35.75471192101601,4526.0,81.705981705288,0
62.87,0.40676513342434373,10.0,12978.373646019107,0
280.16,26.463930714608225,4.0,24179.152719098038,0
155.16,13.061476487111536,1.0,63589.00642767586,0
12.09,50.379599375212244,1.0,179096.45647956058,0
82.71,16.550523059673978,14.0,8705.176076830609,0
209.65,5.550543449937708,5.0,8096.659156397649,0
327.94,0.08032835442359677,1.0,19692.82738878739,0
139.62,108.74476375323532,5.0,78269.0321874421,0
422.15,2909.302336626731,14.0,725496.9067550347,1
343.38,3.07140397918194,7.0,1494925.2403756073,0
364.95,49.890961871825816,5.0,35955.13201755007,0
157.51,1.1191675881993404,1.0,175785.07946527877,0
333.43,48.8221247641419,3.0,57485.48536580519,0
249.88,26.559737744635857,2.0,40368.162081907954,0
7.02,52.06659421299822,8.0,12670.20478636519,0
389.6,73.56573722033052,1.0,367097.0102028908,0
238.74,93.39048708376163,6.0,84859.63052132577,0
292.05,18.683258305213386,7.0,55012.403376374474,0
95.63,24.25708404325515,18.0,6113.57962862335,0
176.52,23.007139960120345,10.0,2637.4729040702055,0
10.14,1204.982310049397,591.0,7471.950430225203,1
17.87,32.490609331937975,8.0,554540.8855766756,0
326.65,3.132545975740949,6.0,19067.95405963304,0
154.22,4.638412536845158,6.0,4630.138952802019,0
42.9,35.71232063838262,6.0,19805.315703991724,0
228.74,6.666980265114887,18.0,5905.133100623132,0
114.07,1748.5644206719412,9000.0,697.1425691649649,1
380.66,68.99980881258058,1.0,6053527.965296508,0
37.04,19.644210187932384,0.0,0.0,0
365.06,4.250432038750922,4.0,20876.21516043661,0
362.79,47.792094113296876,0.0,0.0,0
196.98,68.47678260478884,7.0,58629.389736669735,0
384.14,16.762496636847803,16.0,17251.87598537869,0
268.17,0.620809335010226,12232.0,4.837179831783239,0
116.48,22.106225808136973,5.0,15874.41464394452,0
298.14,11.601905216301146,6.0,9272.427726193391,0
262.47,0.29857653691434366,2.0,20386.21802823612,0
121.25,65.67158063405181,1.0,237421.0734010501,0
384.44,27.32209412553898,4.0,63248.76900271855,0
279.9,127.6896827935452,9130.0,40.20093079426198,0
196.25,21.366940795542718,7.0,57244.73939494475,0
270.72,3.1130939415337897,6.0,14512.46802288913,0
141.29,26.932163494648332,1.0,100265.58153519977,0
142.43,2039.5816932673465,1797.0,4036.070443404025,1
194.99,75.79733520725335,0.0,0.0,0
54.87,14.603175544777855,1.0,225612.91628084812,0
154.51,30.934947117163535,4.0,39684.52089727034,0
373.67,27.234560692191756,0.0,0.0,0
69.46,10.64434292513621,2.0,63310.20686154032,0
198.08,5.533406789360097,4.0,10724.635195425863,0
353.55,77.90739722314562,1.0,266643.12539121415,0
56.48,1.6526600626601036,2.0,137734.30954093486,0
192.84,2679.8767457393765,10.0,965349.3805619861,1
197.78,34.25018909124052,10.0,963784.5703870234,0
301.54,6.072664471567342,12.0,8477.54598150762,0
171.49,54.14659628144214,6.0,33220.02575151368,0
315.01,84.53397464811289,3.0,127333.81884006031,0
5.2,15.923146935872278,13.0,27528.691282380005,0
170.56,15.700714423408224,1.0,33174.90209791412,0
309.97,50.652236091734515,1.0,227698.3147813122,0
285.77,22.75710192972283,4.0,43066.269672408416,0
165.26,41.75242992866883,5.0,35259.323917040776,0
320.97,7.553055404898612,0.0,0.0,0
11.02,3.254307005878289,3.0,10165.593454841428,0
74.52,0.6193996153776195,2.0,4943.057910304412,0
26.16,15.014475615012959,3.0,17701.277796213064,0
86.78,40.161351806177215,1.0,111218.26855244137,0
292.15,26.082740626389437,6.0,37983.921505585495,0
23.19,2.8365675779548383,4.0,21618.401888056138,0
374.06,27.048246194082687,2.0,49312.03819795954,0
280.26,32.86209866599165,9.0,2772.2595390330002,0
108.15,3.15081118250029,2.0,64531.61662713072,0
131.7,3.262891700083437,25.0,893.7199552375541,0
27.38,0.5063105444991918,1.0,10725.888430941752,0
216.16,36.84623959684883,2.0,67167.30013912193,0
152.99,22.36206465330958,1904.0,65.69222190443669,0
255.83,49.60601948764645,6.0,19011.492925968025,0
181.0,22.490420199928998,0.0,0.0,0
304.89,27.187966807112915,3.0,8813.564590511225,0
274.46,23.63446218355292,4.0,30364.888925469095,0
385.91,50.3996414608617,19.0,13154.652858658266,0
315.57,33.147343620123735,3.0,24113.148084097968,0
224.1,0.912717767200435,3.0,38794.88037192671,0
352.17,0.4293132900103283,0.0,0.0,0
113.76,23.387140297436208,9.0,9364.163495234734,0
88.29,89.43268104781093,13.0,24434.552842044886,0
128.88,16.05565455825019,7.0,40224.1994400734,0
109.87,77.99071852836038,1.0,270056.05376976146,0
245.2,42.67975113925951,9786.0,32.02547384210795,0
215.26,9.573310351851333,4.0,33788.96711782929,0
26.05,39.30153527175454,0.0,0.0,0
339.79,21.713946239853996,8.0,11178.357935334407,0
278.49,9.301499275507897,0.0,0.0,0
43.98,20.45478706522005,6.0,12179.62692884169,0
37.36,24.745693520564846,2.0,60817.49873651108,0
261.91,2978.411930027681,2.0,5393114.174150393,1
299.17,3.3365206403170964,18.0,595139.3544617749,0
60.5,33.06068618069686,3.0,39937.479930572525,0
509.07,2822.2401388848793,13.0,790697.048878401,1
220.46,4.230472709707077,10.0,1016325.8154969603,0
213.18,68.96903136944381,9.0,27972.41448591605,0
485.06,2226.364535260153,11644.0,682.0901778570307,1
205.41,12.432159650881028,11.0,726137.7474380448,0
204.27,31.912149405051753,4.0,19424.95608749374,0
190.61,53.64621645849196,0.0,0.0,0
180.35,3.377899304278512,7.0,28095.746270293188,0
165.19,24.83799081015034,1.0,94793.76119776307,0
387.14,25.996109141279327,2230.0,78.42152328520316,0
70.51,17.75257092681541,0.0,0.0,0
12.85,182.2179302110678,6.0,119867.64996722163,0
257.7,19.620293244018555,3.0,224871.649976031,0
379.76,70.10783149417466,4.0,79356.01287355913,0
380.48,51.06104464511888,7.0,53466.566642136444,0
74.9,48.761315765781475,4.0,49611.526112077256,0
214.01,26.47717574210813,4.0,44149.68573537358,0
378.82,6.129898565072508,0.0,0.0,0
320.88,19.00876616439484,2.0,24012.030081292945,0
78.18,13.790422807360773,1.0,34032.889632452425,0
104.66,2.813120172343078,9.0,6600.817374859611,0
307.47,7.685639330543229,1.0,20588.918250810624,0
223.52,10.850595960642991,3.0,3896.9773540065617,0
226.38,64.08954937502962,1.0,209914.3337411726,0
127.68,65.23837503615478,10.0,37200.44154798968,0
71.68,31.123489336839548,0.0,0.0,0
396.92,29.64551580334768,2.0,94641.48973132078,0
78.18,39.697348626554565,8.0,19879.182216111778,0
18.44,48.394185425427985,3.0,36964.86219239791,0
65.37,32.89857285471192,4.0,38206.946721101514,0
385.33,39.738580110455224,11.0,10749.154567452755,0
75.43,28.415614003320215,1.0,180507.46288595584,0
271.14,22.61510474035103,8.0,20810.989634207835,0
350.08,14.310528376237098,4.0,9227.586855201387,0
399.61,15.756326941152098,4.0,16161.450684780497,0
311.71,37.63646525075007,6.0,29706.067244534777,0
335.68,57.20431056582916,2.0,44108.15296918941,0
246.6,60.35259854131126,14822.0,21.801443271548592,0
188.03,30.74081126665501,4.0,81646.31686268371,0
34.95,1.901233412175508,2.0,53276.14110068422,0
36.47,11.411883582943144,2.0,23758.085842166874,0
238.39,4.73130594213439,1.0,27634.570995822658,0
79.32,62.118186690213534,7.0,32486.185977468795,0
187.42,2.451523937575456,1.0,227179.1349614962,0
278.16,7.8304630737665235,6.0,3229.3069635947045,0
383.49,118.5704735920331,24.0,17028.835241058514,0
111.28,16.64673365850598,1.0,454546.36818127526,0
285.25,9.459439779808775,17.0,3937.2334149918415,0
16.13,31.483558236878917,0.0,0.0,0
33.39,45.59658716674592,1.0,86549.50967033026,0
286.28,5.31236212671474,3.0,54803.20017024652,0
302.47,6.955274798317272,5.0,5655.0803065487235,0
69.25,59.95742033408096,4.0,48133.30997308251,0
6.1,0.8385368722221915,1.0,213671.29524738665,0
145.34,16.56466727250191,1.0,60909.77300850827,0
262.23,23.867885706910663,8910.0,3.199396227866618,0
298.95,19.166215110672752,1.0,18349.07364237154,0
201.1,11.43119634795046,8.0,10447.451466193037,0
347.34,54.37738034045709,1.0,202365.94814697732,0
221.88,12.153710349726891,2.0,107898.84240652467,0
114.34,10.290595814356665,2.0,37756.760242999655,0
7.67,31.637152159790766,1.0,150909.86053582764,0
140.06,33.289371692165254,1.0,12326.666287886022,0
8.5,67.60742063928274,8.0,38566.45067707194,0
335.61,58.75700079812505,2.0,23103.228230626853,0
212.29,15.289888512425456,6.0,41099.1390163493,0
121.12,30.3593648553422,5.0,16385.556615175214,0
102.97,23.940414101357277,13083.0,14.78175763986953,0
171.61,65.86003387135696,0.0,0.0,0
35.1,68.47568874919043,2.0,192752.64177701512,0
114.15,21.845761163618356,10.0,23104.977266437072,0
252.8,25.864509965276085,5.0,29581.068019250888,0
202.58,32.85010548669483,2534.0,40.624409405414994,0
255.54,78.44320030708994,3.0,93356.76555625584,0
80.82,33.06340833633108,19.0,9581.907929568697,0
206.28,25.336515507536305,15.0,13102.623311816422,0
299.12,36.54014015691389,1.0,197893.9994779635,0
368.35,19.146470382932645,4.0,27259.389354847786,0
211.44,37.65722105787807,9.0,19009.132541964416,0
370.11,39.087638357874354,6.0,31467.8914593606,0
278.73,77.99117749682738,8.0,52557.1402314793,0
364.85,67.5529730720714,5.0,65686.7808042926,0
185.82,10.468481621129355,5.0,42404.20552224388,0
394.6,21.746132812207307,2.0,56889.20465276634,0
17.22,28.19784761136045,5.0,30975.715259568486,0
16.13,15.970059731788075,4.0,14793.759203421216,0
88.43,34.81485033574879,1.0,114097.7891055955,0
104.09,31.65634069225222,1.0,235448.91340640036,0
60.48,60.24984872142114,4534.0,26.87032370664768,0
258.15,39.94029229775383,0.0,0.0,0
333.97,10.947945223209558,0.0,0.0,0
377.1,40.62166060446358,2.0,92747.65561954593,0
136.8,70.32874387477965,1.0,189986.35722541998,0
101.82,9.186441549507807,1.0,241203.08294341885,0
108.62,10.87394495682184,0.0,0.0,0
366.76,17.277681128097083,7.0,8313.363421276894,0
308.98,26.96130913622387,2.0,45029.49699917205,0
9.69,17.556934890429716,9.0,4108.06152988593,0
211.34,6.2069178977171395,3.0,13644.305959626638,0
197.71,10.227715903919648,0.0,0.0,0
251.03,14.739775562648253,0.0,0.0,0
357.45,72.13876867290105,5.0,59208.94526398276,0
132.19,30.378547838285137,1.0,305318.14633898693,0
10.38,2.807614479460214,14.0,8310.441628923481,0
58.51,12.34482207599767,12.0,4121.726823000347,0
206.94,62.170962945240625,6.0,32349.282201447135,0
212.64,57.78403904833984,1.0,185101.9320449063,0
305.26,8.281569179195106,5.0,46960.03797810073,0
181.9,35.4197876472619,2.0,73767.07943868745,0
218.36,46.034075041441604,11.0,15374.04609578588,0
149.2,49.05031473806179,3.0,109161.59604632336,0
257.23,6.106990684004925,2.0,78329.79011286591,0
317.19,56.747542140596565,0.0,0.0,0
329.28,11.161389413949673,11.0,21817.02472688702,0
111.39,36.31096658316088,0.0,0.0,0
304.59,31.10600162401158,4.0,6444.0932637490705,0
307.52,0.3270350895741736,2.0,55644.54768775119,0
154.44,47.14936385167765,5.0,34073.33320241671,0
350.42,10.277259060720853,2.0,66433.10600740732,0
342.62,7.038585150554985,0.0,0.0,0
130.03,30.05523726041769,588.0,225.3174353465542,0
245.41,42.32946206918523,8.0,6822.635285486023,0
175.1,8.927566630848066,19.0,6840.4249927461215,0
28.84,21.288083032413592,1.0,81723.72924176327,0
84.71,12.15836312661115,5.0,19416.6605291513,0
112.01,77.62506019203002,3.0,107538.73669702593,0
373.8,169.09481915888202,5.0,133520.7113987861,0
267.57,18.97199914537421,4.0,166904.8200800734,0
312.93,42.76445445960334,3.0,64629.91589990536,0
87.9,61.92833959332669,1.0,375342.89488626824,0
389.47,73.84118989544163,1.0,398710.87603294215,0
247.06,24.31871822567893,9006.0,20.48972077680055,0
390.8,65.97447324767545,0.0,0.0,0
180.32,27.017713854914014,0.0,0.0,0
31.6,13.812472649120204,8.0,11676.807315577364,0
37.48,25.47478485570394,12.0,10269.365864045167,0
60.94,11.866088416642215,3.0,44602.073881681456,0
78.08,23.858025967203545,12238.0,9.066457711745572,0
263.67,6.203004433470925,8.0,7945.000878175032,0
193.57,6.53930763955767,6.0,2810.872832131194,0
343.1,11.392968499611749,1.0,30061.588181981504,0
365.45,69.94540439223903,9127.0,23.38702929393524,0
164.29,29.687030796299442,0.0,0.0,0
381.42,33.70387985850099,1.0,134431.64469021725,0
268.13,9.680024540247707,2.0,77739.9830191928,0
44.24,10.308115194254986,5.0,11534.302362111035,0
320.69,9.648197530895118,2.0,35817.14708449826,0
344.58,17.08121641386982,7.0,13524.635352910354,0
14.25,42.13216303067422,2.0,56014.224617883236,0
213.23,54.5512387874691,1784.0,185.53297229986185,0
164.31,8.967881617722108,6.0,35023.33409892595,0
248.4,42.63510486315813,7.0,18012.751788704285,0
395.63,21.18976528386849,5.0,17634.021783414202,0
286.04,3.6451232142397676,2.0,39850.56846869959,0
287.66,21.900664726249932,7.0,9828.957383395686,0
364.6,31.36955342617647,3.0,52059.097531404754,0
111.19,19.015938484594233,11.0,12354.22993979043,0
206.87,26.246711878549707,1.0,30186.149260856462,0
111.61,34.60617385489647,1.0,218289.73841842884,0
48.42,75.28672671263206,17.0,18116.670597806493,0
113.22,34.928721690852306,2.0,152302.66496797264,0
381.98,34.01178147767332,2.0,22585.447416155806,0
114.05,18.110552680295456,10.0,6386.138787544493,0
351.16,2.61635817209334,14.0,5326.142573696119,0
148.94,6.217863802705615,4.0,7937.4530498880995,0
166.06,28.943878448011674,1.0,120448.83045495414,0
332.87,58.933507727719785,7.0,28041.314676464906,0
25.62,56.33507781887796,6.0,42249.26379368951,0
149.91,170.14539972727803,0.0,0.0,0
216.93,4.164084664867432,4.0,149900.18022717908,0
348.06,15.74556634450653,12.0,3568.311444965506,0
174.21,174.8738369644933,3.0,204645.5440181957,0
